,groupID,Date_format,YouWin,TimeDifference,TimeDifference_Bao,Distance,ShakingExtent,InCenter,City_Translated,IsPeak,OffPeak,PopDensity,download_4G,upload_4G
450,63,2020-02-15 19:01:27,0.0,81.0,28.0,130.6988893755412,4.0,0,臺北,0,1,9662.94,56.01,16.41
451,63,2020-02-15 19:01:28,0.0,82.0,29.0,130.6988893755412,4.0,0,臺北,0,1,9662.94,56.01,16.41
452,63,2020-02-15 19:01:28,0.0,82.0,29.0,,4.0,0,NaN,0,1,,,
453,63,2020-02-15 19:01:30,0.0,84.0,31.0,114.86465742342156,4.0,0,台中,0,1,1271.61,65.02,20.52
454,63,2020-02-15 19:01:30,0.0,84.0,31.0,125.69489155888581,4.0,0,桃園,0,1,1848.28,48.78,13.94
455,63,2020-02-15 19:01:31,0.0,85.0,32.0,130.6988893755412,4.0,0,臺北,0,1,9662.94,56.01,16.41
456,63,2020-02-15 19:01:32,0.0,86.0,33.0,130.6988893755412,4.0,0,臺北,0,1,9662.94,56.01,16.41
457,63,2020-02-15 19:01:32,0.0,86.0,33.0,,4.0,0,NaN,0,1,,,
458,63,2020-02-15 19:01:34,0.0,88.0,35.0,130.6988893755412,4.0,0,臺北,0,1,9662.94,56.01,16.41
459,63,2020-02-15 19:01:53,0.0,107.0,54.0,100.48525227116704,4.0,0,彰化,0,1,1182.02,62.6,17.19
460,63,2020-02-15 19:01:55,0.0,109.0,56.0,125.69489155888581,4.0,0,桃園,0,1,1848.28,48.78,13.94
461,63,2020-02-15 19:02:19,0.0,133.0,80.0,89.19956488683182,4.0,0,台中,0,1,1271.61,65.02,20.52
462,63,2020-02-15 19:02:26,0.0,140.0,87.0,130.6988893755412,4.0,0,臺北,0,1,9662.94,56.01,16.41
463,63,2020-02-15 19:02:40,0.0,154.0,101.0,130.6988893755412,4.0,0,臺北,0,1,9662.94,56.01,16.41
464,63,2020-02-15 19:02:48,1.0,162.0,0.0,100.48525227116704,4.0,0,彰化,0,1,1182.02,62.6,17.19
465,63,2020-02-15 19:02:55,0.0,169.0,7.0,100.48525227116704,4.0,0,彰化,0,1,1182.02,62.6,17.19
466,63,2020-02-15 19:03:02,0.0,176.0,14.0,130.6988893755412,4.0,0,臺北,0,1,9662.94,56.01,16.41
467,63,2020-02-15 19:03:38,0.0,212.0,50.0,182.61154431196383,4.0,0,高雄,0,1,939.35,53.25,15.73
468,63,2020-02-15 19:03:52,0.0,226.0,64.0,3041.680926610153,4.0,0,"Petaling Jaya, Petaling District, Selangor, Malaysia",0,1,,,
470,64,2020-02-16 03:17:10,1.0,38.0,0.0,132.88552721797794,4.0,0,臺北,0,0,9662.94,56.01,16.41
472,65,2020-02-16 03:21:16,1.0,63.0,0.0,,4.0,0,NaN,0,0,,,
473,65,2020-02-16 03:22:30,0.0,137.0,74.0,131.78557335307954,4.0,0,臺北,0,0,9662.94,56.01,16.41
474,65,2020-02-16 03:23:02,0.0,169.0,106.0,131.78557335307954,4.0,0,臺北,0,0,9662.94,56.01,16.41
475,65,2020-02-16 03:23:02,0.0,169.0,106.0,,4.0,0,NaN,0,0,,,
476,65,2020-02-16 03:23:34,0.0,201.0,138.0,131.78557335307954,4.0,0,臺北,0,0,9662.94,56.01,16.41
482,66,2020-02-19 19:55:27,1.0,20.0,0.0,36.28889576716294,3.0,0,台中,0,1,1271.61,65.02,20.52
483,66,2020-02-19 19:55:27,1.0,20.0,0.0,128.18514821928457,3.0,0,臺北,0,1,9662.94,56.01,16.41
484,66,2020-02-19 19:57:36,0.0,149.0,129.0,32.93568534280127,3.0,1,南投,0,1,120.03,59.2,13.81
485,66,2020-02-19 19:57:36,0.0,149.0,129.0,,3.0,0,NaN,0,1,,,
489,67,2020-02-24 20:10:57,1.0,24.0,0.0,17.751189931945667,4.0,1,花蓮,0,0,70.32,43.1,13.12
491,68,2020-02-25 09:01:01,1.0,47.0,0.0,83.77697251631922,2.0,0,臺北,0,0,9662.94,56.01,16.41
492,68,2020-02-25 09:04:57,0.0,283.0,236.0,83.77697251631922,2.0,0,臺北,0,0,9662.94,56.01,16.41
494,69,2020-02-25 23:40:18,1.0,43.0,0.0,72.51607148763625,4.0,0,臺北,1,0,9662.94,56.01,16.41
495,69,2020-02-25 23:40:18,1.0,43.0,0.0,72.51607148763625,4.0,0,臺北,1,0,9662.94,56.01,16.41
500,70,2020-02-26 13:34:32,1.0,17.0,0.0,10.791679943363999,4.0,1,花蓮,1,0,70.32,43.1,13.12
501,70,2020-02-26 13:35:39,0.0,84.0,67.0,110.88660416840294,4.0,0,彰化,1,0,1182.02,62.6,17.19
502,70,2020-02-26 13:35:39,0.0,84.0,67.0,,4.0,0,NaN,1,0,,,
503,70,2020-02-26 13:37:06,0.0,171.0,154.0,110.88660416840294,4.0,0,彰化,1,0,1182.02,62.6,17.19
506,71,2020-03-12 14:07:33,1.0,27.0,0.0,131.79253971298948,3.0,0,臺北,1,0,9662.94,56.01,16.41
507,71,2020-03-12 14:07:40,0.0,34.0,7.0,15.711802697335456,3.0,1,花蓮,1,0,70.32,43.1,13.12
511,72,2020-03-15 09:53:37,1.0,38.0,0.0,63.27396965577574,4.0,0,高雄,0,0,939.35,53.25,15.73
516,73,2020-03-18 20:49:35,1.0,39.0,0.0,12.45341415034469,2.0,1,臺北,0,0,9662.94,56.01,16.41
517,73,2020-03-18 20:49:35,1.0,39.0,0.0,,2.0,0,NaN,0,0,,,
527,74,2020-03-20 12:12:00,1.0,43.0,0.0,102.3677632069788,2.0,0,臺北,0,0,9662.94,56.01,16.41
528,74,2020-03-20 12:12:21,0.0,64.0,21.0,102.3677632069788,2.0,0,臺北,0,0,9662.94,56.01,16.41
531,75,2020-03-26 12:48:43,1.0,36.0,0.0,138.2263696115901,2.0,0,台中,0,0,1271.61,65.02,20.52
534,76,2020-03-26 14:41:43,1.0,25.0,0.0,125.0126346574622,3.0,0,彰化,1,0,1182.02,62.6,17.19
541,77,2020-04-02 10:52:57,1.0,34.0,0.0,54.29094782742348,3.0,0,高雄,0,0,939.35,53.25,15.73
542,77,2020-04-02 10:52:58,0.0,35.0,1.0,27.22030324959661,3.0,0,台南,0,0,857.0,62.18,15.17
543,77,2020-04-02 10:53:05,0.0,42.0,8.0,27.22030324959661,3.0,0,台南,0,0,857.0,62.18,15.17
544,77,2020-04-02 10:53:08,0.0,45.0,11.0,27.22030324959661,3.0,0,台南,0,0,857.0,62.18,15.17
545,77,2020-04-02 11:00:43,0.0,500.0,466.0,241.0630008607708,3.0,0,臺北,0,0,9662.94,56.01,16.41
554,78,2020-04-20 05:59:50,1.0,25.0,0.0,14.15440412027297,2.0,1,花蓮,0,1,70.32,43.1,13.12
557,79,2020-04-21 23:03:04,1.0,53.0,0.0,108.73262033079132,3.0,0,臺北,1,0,9662.94,56.01,16.41
560,80,2020-05-09 13:46:08,1.0,52.0,0.0,16.450151853402264,2.0,1,花蓮,1,0,70.32,43.1,13.12
562,81,2020-05-11 20:33:27,1.0,35.0,0.0,38.39047440446657,3.0,0,苗栗,0,0,299.04,69.03,16.37
564,82,2020-05-20 00:51:09,1.0,20.0,0.0,115.26634806395134,4.0,0,台中,1,0,1271.61,65.02,20.52
565,82,2020-05-20 00:51:09,1.0,20.0,0.0,,4.0,0,NaN,1,0,,,
585,84,2020-05-29 03:34:50,1.0,27.0,0.0,51.27775759527756,4.0,0,彰化,0,0,1182.02,62.6,17.19
594,85,2020-05-30 21:02:49,1.0,19.0,0.0,14.510711354030729,4.0,1,花蓮,0,0,70.32,43.1,13.12
595,85,2020-05-30 21:03:33,1.0,63.0,0.0,74.19322867351104,4.0,0,竹北,0,0,4318.72,51.08,13.74
596,85,2020-05-30 21:05:24,0.0,174.0,111.0,89.73730645055045,4.0,0,南投,0,0,120.03,59.2,13.81
601,86,2020-06-07 09:49:55,1.0,32.0,0.0,95.45895714913327,4.0,1,花蓮,0,0,70.32,43.1,13.12
602,86,2020-06-07 09:52:31,0.0,188.0,156.0,101.6808690167428,4.0,0,臺北,0,0,9662.94,56.01,16.41
608,88,2020-06-11 09:39:09,1.0,43.0,0.0,71.19988278782544,3.0,1,宜蘭,0,0,211.78,39.63,12.3
609,88,2020-06-11 09:39:09,1.0,43.0,0.0,71.19988278782544,3.0,1,宜蘭,0,0,211.78,39.63,12.3
610,88,2020-06-11 09:39:09,1.0,43.0,0.0,,3.0,0,NaN,0,0,,,
611,88,2020-06-11 09:39:30,0.0,64.0,21.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
612,88,2020-06-11 09:39:30,0.0,64.0,21.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
613,88,2020-06-11 09:39:31,0.0,65.0,22.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
614,88,2020-06-11 09:39:31,0.0,65.0,22.0,,3.0,0,NaN,0,0,,,
615,88,2020-06-11 09:39:40,0.0,74.0,31.0,71.19988278782544,3.0,1,宜蘭,0,0,211.78,39.63,12.3
616,88,2020-06-11 09:39:45,0.0,79.0,36.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
617,88,2020-06-11 09:39:45,0.0,79.0,36.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
618,88,2020-06-11 09:40:01,0.0,95.0,52.0,148.22709988730148,3.0,0,新竹,0,0,4318.72,51.53,15.0
619,88,2020-06-11 09:40:03,0.0,97.0,54.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
620,88,2020-06-11 09:40:04,0.0,98.0,55.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
621,88,2020-06-11 09:40:04,0.0,98.0,55.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
622,88,2020-06-11 09:40:12,0.0,106.0,63.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
623,88,2020-06-11 09:40:14,0.0,108.0,65.0,177.61251294883562,3.0,0,台中,0,0,1271.61,65.02,20.52
624,88,2020-06-11 09:40:15,0.0,109.0,66.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
625,88,2020-06-11 09:40:15,0.0,109.0,66.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
626,88,2020-06-11 09:40:39,0.0,133.0,90.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
627,88,2020-06-11 09:40:39,0.0,133.0,90.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
628,88,2020-06-11 09:40:47,0.0,141.0,98.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
629,88,2020-06-11 09:41:20,0.0,174.0,131.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
630,88,2020-06-11 09:41:20,0.0,174.0,131.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
631,88,2020-06-11 09:41:42,0.0,196.0,153.0,276.3037221410536,3.0,0,台南,0,0,857.0,62.18,15.17
632,88,2020-06-11 09:41:42,0.0,196.0,153.0,276.3037221410536,3.0,0,台南,0,0,857.0,62.18,15.17
633,88,2020-06-11 09:42:46,0.0,260.0,217.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
634,88,2020-06-11 09:43:23,0.0,297.0,254.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
635,88,2020-06-11 09:43:23,0.0,297.0,254.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
636,88,2020-06-11 09:44:05,0.0,339.0,296.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
637,88,2020-06-11 09:44:05,0.0,339.0,296.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
638,88,2020-06-11 09:44:05,0.0,339.0,296.0,,3.0,0,NaN,0,0,,,
639,88,2020-06-11 09:44:31,0.0,365.0,322.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
640,88,2020-06-11 09:44:31,0.0,365.0,322.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
641,88,2020-06-11 09:44:31,0.0,365.0,322.0,106.39246507154603,3.0,0,臺北,0,0,9662.94,56.01,16.41
655,89,2020-06-12 08:21:58,1.0,23.0,0.0,8.499351975298154,3.0,1,花蓮,0,0,70.32,43.1,13.12
656,89,2020-06-12 08:21:58,1.0,23.0,0.0,8.499351975298154,3.0,1,花蓮,0,0,70.32,43.1,13.12
657,89,2020-06-12 08:23:14,0.0,99.0,76.0,101.94690485247705,3.0,0,南投,0,0,120.03,59.2,13.81
658,89,2020-06-12 08:23:29,0.0,114.0,91.0,114.05608832499904,3.0,0,桃園,0,0,1848.28,48.78,13.94
664,90,2020-06-14 04:19:37,1.0,37.0,0.0,87.66014298984453,3.0,1,宜蘭,0,1,211.78,39.63,12.3
665,90,2020-06-14 04:19:58,0.0,58.0,21.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
666,90,2020-06-14 04:20:01,0.0,61.0,24.0,265.303281979323,3.0,0,台南,0,1,857.0,62.18,15.17
667,90,2020-06-14 04:20:03,0.0,63.0,26.0,265.303281979323,3.0,0,台南,0,1,857.0,62.18,15.17
668,90,2020-06-14 04:20:03,0.0,63.0,26.0,265.303281979323,3.0,0,台南,0,1,857.0,62.18,15.17
669,90,2020-06-14 04:20:10,0.0,70.0,33.0,281.5128017977162,3.0,0,高雄,0,1,939.35,53.25,15.73
670,90,2020-06-14 04:20:13,0.0,73.0,36.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
671,90,2020-06-14 04:20:16,0.0,76.0,39.0,177.8713344977206,3.0,0,台中,0,1,1271.61,65.02,20.52
672,90,2020-06-14 04:20:16,1.0,76.0,0.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
673,90,2020-06-14 04:20:19,0.0,79.0,3.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
674,90,2020-06-14 04:20:20,0.0,80.0,4.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
675,90,2020-06-14 04:20:22,0.0,82.0,6.0,168.3059226527692,3.0,0,臺北,0,1,9662.94,56.01,16.41
676,90,2020-06-14 04:20:22,0.0,82.0,6.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
677,90,2020-06-14 04:20:28,0.0,88.0,12.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
678,90,2020-06-14 04:20:30,0.0,90.0,14.0,192.9437620240671,3.0,0,彰化,0,1,1182.02,62.6,17.19
679,90,2020-06-14 04:20:34,0.0,94.0,18.0,168.3059226527692,3.0,0,臺北,0,1,9662.94,56.01,16.41
680,90,2020-06-14 04:20:35,0.0,95.0,19.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
681,90,2020-06-14 04:20:37,0.0,97.0,21.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
682,90,2020-06-14 04:20:38,0.0,98.0,22.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
683,90,2020-06-14 04:20:45,0.0,105.0,29.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
684,90,2020-06-14 04:20:48,0.0,108.0,32.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
685,90,2020-06-14 04:20:49,0.0,109.0,33.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
686,90,2020-06-14 04:21:01,0.0,121.0,45.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
687,90,2020-06-14 04:21:01,0.0,121.0,45.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
688,90,2020-06-14 04:21:13,0.0,133.0,57.0,177.8713344977206,3.0,0,台中,0,1,1271.61,65.02,20.52
689,90,2020-06-14 04:21:18,0.0,138.0,62.0,140.24840765227967,3.0,0,桃園,0,1,1848.28,48.78,13.94
690,90,2020-06-14 04:21:27,0.0,147.0,71.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
691,90,2020-06-14 04:21:38,0.0,158.0,82.0,159.6954134000091,3.0,0,新竹,0,1,4318.72,51.53,15.0
692,90,2020-06-14 04:23:10,0.0,250.0,174.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
693,90,2020-06-14 04:23:10,0.0,250.0,174.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
694,90,2020-06-14 04:23:36,0.0,276.0,200.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
695,90,2020-06-14 04:23:36,0.0,276.0,200.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
696,90,2020-06-14 04:24:37,0.0,337.0,261.0,20711.312705419812,3.0,0,"Tampa, Florida, U.S.A",0,1,,,
697,90,2020-06-14 04:24:37,0.0,337.0,261.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
698,90,2020-06-14 04:25:32,0.0,392.0,316.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
699,90,2020-06-14 04:25:32,0.0,392.0,316.0,,3.0,0,NaN,0,1,,,
700,90,2020-06-14 04:27:09,0.0,489.0,413.0,125.43641283136249,3.0,0,臺北,0,1,9662.94,56.01,16.41
701,90,2020-06-14 04:27:09,0.0,489.0,413.0,,3.0,0,NaN,0,1,,,
713,91,2020-06-17 07:17:37,1.0,37.0,0.0,65.2986056818983,3.0,0,臺北,0,1,9662.94,56.01,16.41
714,91,2020-06-17 07:17:51,0.0,51.0,14.0,65.2986056818983,3.0,0,臺北,0,1,9662.94,56.01,16.41
715,91,2020-06-17 07:17:51,0.0,51.0,14.0,65.2986056818983,3.0,0,臺北,0,1,9662.94,56.01,16.41
716,91,2020-06-17 07:17:52,0.0,52.0,15.0,65.2986056818983,3.0,0,臺北,0,1,9662.94,56.01,16.41
717,91,2020-06-17 07:18:00,0.0,60.0,23.0,140.85767183934354,3.0,0,台中,0,1,1271.61,65.02,20.52
718,91,2020-06-17 07:18:05,0.0,65.0,28.0,140.85767183934354,3.0,0,台中,0,1,1271.61,65.02,20.52
719,91,2020-06-17 07:18:10,0.0,70.0,33.0,65.2986056818983,3.0,0,臺北,0,1,9662.94,56.01,16.41
720,91,2020-06-17 07:18:12,0.0,72.0,35.0,65.2986056818983,3.0,0,臺北,0,1,9662.94,56.01,16.41
721,91,2020-06-17 07:18:17,0.0,77.0,40.0,65.2986056818983,3.0,0,臺北,0,1,9662.94,56.01,16.41
722,91,2020-06-17 07:18:48,0.0,108.0,71.0,65.2986056818983,3.0,0,臺北,0,1,9662.94,56.01,16.41
